id,Hospital Name,Address,City,State,ZIP Code,County Name,Phone Number,Hospital Type,Hospital Ownership,Emergency Services,Meets criteria for meaningful use of EHRs,Hospital overall rating
843,SHOSHONE MEDICAL CENTER,25 JACOBS GULCH ROAD,KELLOGG,ID,83837,SHOSHONE,2087841221,Critical Access Hospitals,Government - Hospital District or Authority,TRUE,TRUE,Not Available
844,MISSOURI BAPTIST MEDICAL CENTER,3015 N BALLAS RD,TOWN AND COUNTRY,MO,63131,SAINT LOUIS,3149965000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,3
845,CARILION ROANOKE MEMORIAL HOSPITAL,"1906 BELLEVIEW AVENUE, SE",ROANOKE,VA,24014,ROANOKE CITY,5409817000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,2
846,COTTAGE HOSPITAL,90 SWIFTWATER RD,WOODSVILLE,NH,3785,GRAFTON,6037479000,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,Not Available
847,ST JOSEPH MEDICAL CENTER,1717 SOUTH J STREET,TACOMA,WA,98405,PIERCE,2536274101,Acute Care Hospitals,Voluntary non-profit - Church,TRUE,TRUE,3
848,CENTRAL VERMONT MEDICAL CENTER,BOX 547,BARRE,VT,5641,WASHINGTON,8023714100,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,4
849,"BROADDUS HOSPITAL ASSOCIATION, INC",1 HEALTHCARE DRIVE MANSFIELD HILL,PHILIPPI,WV,26416,BARBOUR,3044571760,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,Not Available
850,CAREPOINT HEALTH-CHRIST HOSPITAL,176 PALISADE AVE,JERSEY CITY,NJ,7306,HUDSON,2017958200,Acute Care Hospitals,Voluntary non-profit - Church,TRUE,TRUE,2
851,YAKIMA VALLEY MEMORIAL HOSPITAL,2811 TIETON DRIVE,YAKIMA,WA,98902,YAKIMA,5095758000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,2
852,BAPTIST MEDICAL CENTER-LEAKE,1100 HIGHWAY 16 EAST,CARTHAGE,MS,39051,LEAKE,6012671422,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,Not Available
853,NORTH OTTAWA COMMUNITY HEALTH SYSTEM,1309 SHELDON RD,GRAND HAVEN,MI,49417,OTTAWA,6168423600,Acute Care Hospitals,Government - Hospital District or Authority,FALSE,TRUE,3
854,MOSES TAYLOR HOSPITAL,700 QUINCY AVENUE,SCRANTON,PA,18510,LACKAWANNA,5703402100,Acute Care Hospitals,Proprietary,TRUE,TRUE,1
855,CAROMONT REGIONAL MEDICAL CENTER,2525 COURT DR,GASTONIA,NC,28052,GASTON,7048344891,Acute Care Hospitals,Government - Local,TRUE,TRUE,4
856,LAFAYETTE HOSPITAL,CARR.753 KM.0.1-SECTOR CUATRO CALLES,ARROYO,PR,714,ARROYO,7878393232,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,Not Available
857,SONORA REGIONAL MEDICAL CENTER,1000 GREENLEY ROAD,SONORA,CA,95370,TUOLUMNE,2095323161,Acute Care Hospitals,Voluntary non-profit - Church,FALSE,TRUE,3
858,SAINT MARYS HOSPITAL,56 FRANKLIN ST,WATERBURY,CT,6706,NEW HAVEN,2035746000,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,TRUE,3
859,THE HEART HOSPITAL BAYLOR DENTON,2801 SOUTH MAYHILL ROAD,DENTON,TX,76208,DENTON,9402200600,Acute Care Hospitals,Physician,TRUE,TRUE,Not Available
860,TROY REGIONAL MEDICAL CENTER,1330 HIGHWAY 231 SOUTH,TROY,AL,36081,PIKE,3346705000,Acute Care Hospitals,Government - Federal,TRUE,TRUE,3
861,SENTARA CAREPLEX HOSPITAL,3000 COLISEUM DRIVE,HAMPTON,VA,23666,HAMPTON CITY,7577361000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,3
862,SOUTHWEST HEALTHCARE SERVICES,802 2ND ST NW,BOWMAN,ND,58623,BOWMAN,7015235265,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,Not Available
863,DOUGLAS GARDENS HOSPITAL,5200 NE 2ND AVE,MIAMI,FL,33137,MIAMI-DADE,3057518626,Acute Care Hospitals,Voluntary non-profit - Private,FALSE,,Not Available
864,INSPIRA MEDICAL CENTER WOODBURY,509 N BROAD ST,WOODBURY,NJ,8096,GLOUCESTER,8568450100,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,3
865,MENORAH MEDICAL CENTER,5721 WEST 119TH STREET,OVERLAND PARK,KS,66209,JOHNSON,9134986773,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,TRUE,3
866,ST ROSE DOMINICAN HOSPITALS - ROSE DE LIMA CAMPUS,102 E LAKE MEAD DR,HENDERSON,NV,89015,CLARK,7026165000,Acute Care Hospitals,Voluntary non-profit - Church,TRUE,TRUE,3
867,EAST TEXAS MEDICAL CENTER QUITMAN,117 WINNSBORO STREET,QUITMAN,TX,75783,WOOD,9037634500,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,3
868,GRIFFIN HOSPITAL,130 DIVISION ST,DERBY,CT,6418,NEW HAVEN,2037327500,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,TRUE,2
869,MOUNTAIN VIEW REGIONAL HOSPITAL,6550 EAST 2ND STREET,CASPER,WY,82605,NATRONA,3079958100,Acute Care Hospitals,Proprietary,TRUE,TRUE,Not Available
870,ST HELENA HOSPITAL-CLEARLAKE,15630 18TH AVE - HWY 53,CLEARLAKE,CA,95422,LAKE,7079946486,Critical Access Hospitals,Voluntary non-profit - Church,TRUE,TRUE,2
871,SANFORD CHAMBERLAIN MEDICAL CENTER,300 S BYRON,CHAMBERLAIN,SD,57325,BRULE,6052345511,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,Not Available
872,CHIPPEWA COUNTY HOSPITAL,824 NORTH 11TH STREET,MONTEVIDEO,MN,56265,CHIPPEWA,3203218100,Critical Access Hospitals,Government - Local,TRUE,TRUE,3
873,MERCY MEDICAL CENTER,2700 NW STEWART PARKWAY,ROSEBURG,OR,97471,DOUGLAS,5416730611,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,TRUE,3
874,INOVA LOUDOUN HOSPITAL,44045 RIVERSIDE PARKWAY,LEESBURG,VA,20176,LOUDOUN,7038586600,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,3
875,NORTHWESTERN MEMORIAL HOSPITAL,251 E HURON ST,CHICAGO,IL,60611,COOK,3129262000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,3
876,ST FRANCIS HOSPITAL,333 LAIDLEY ST,CHARLESTON,WV,25301,KANAWHA,3043476500,Acute Care Hospitals,Proprietary,TRUE,TRUE,4
877,MERCY HOSPITAL LINCOLN,1000 EAST CHERRY STREET,TROY,MO,63379,LINCOLN,6365288551,Critical Access Hospitals,Government - Local,TRUE,TRUE,3
878,RAPPAHANNOCK GENERAL HOSPITAL,101 HARRIS ROAD,KILMARNOCK,VA,22482,LANCASTER,8044358000,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,Not Available
879,KANE COUNTY HOSPITAL,355 NORTH MAIN STREET,KANAB,UT,84741,KANE,4356445811,Critical Access Hospitals,Government - Local,TRUE,TRUE,Not Available
880,NEBRASKA ORTHOPAEDIC HOSPITAL,2808 SOUTH 143RD PLZ,OMAHA,NE,68144,DOUGLAS,4026091600,Acute Care Hospitals,Physician,TRUE,TRUE,5
881,SAMPSON REGIONAL MEDICAL CENTER,607 BEAMAN ST,CLINTON,NC,28328,SAMPSON,9105928511,Acute Care Hospitals,Government - Local,TRUE,TRUE,3
882,CROOK COUNTY HOSPITAL,713 OAK STREET,SUNDANCE,WY,82729,CROOK,3072833501,Critical Access Hospitals,Government - Hospital District or Authority,TRUE,TRUE,Not Available
883,MCLAREN OAKLAND,50 NORTH PERRY,PONTIAC,MI,48342,OAKLAND,2483385000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,2
884,LINCOLN MEDICAL CENTER,106 MEDICAL CENTER BLVD,FAYETTEVILLE,TN,37334,LINCOLN,9314381100,Acute Care Hospitals,Government - Local,TRUE,TRUE,2
885,BLUE MOUNTAIN HOSPITAL-GNADEN HUETTEN CAMPUS,211 NORTH 12TH STREET,LEHIGHTON,PA,18235,CARBON,6073771300,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,2
886,RESEARCH MEDICAL CENTER,2316 E MEYER BLVD,KANSAS CITY,MO,64132,JACKSON,8162764000,Acute Care Hospitals,Proprietary,TRUE,TRUE,3
887,WILBARGER GENERAL HOSPITAL,920 HILLCREST DR,VERNON,TX,76384,WILBARGER,9405529351,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,TRUE,Not Available
888,PLEASANT VALLEY HOSPITAL,2520 VALLEY DRIVE,POINT PLEASANT,WV,25550,MASON,3046754340,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,3
889,ELMHURST MEMORIAL HOSPITAL,155 EAST BRUSH HILL ROAD,ELMHURST,IL,60126,DUPAGE,6308331400,Acute Care Hospitals,Proprietary,TRUE,TRUE,4
890,HEALTHBRIDGE CHILDREN'S HOSPITAL - ORANGE,393 S TUSTIN STREET,ORANGE,CA,92866,ORANGE,7142892400,Childrens,Proprietary,FALSE,TRUE,Not Available
891,MONTEREY PARK HOSPITAL,900 S ATLANTIC BLVD,MONTEREY PARK,CA,91754,LOS ANGELES,6265709000,Acute Care Hospitals,Proprietary,TRUE,TRUE,2
892,EXCELSIOR SPRINGS HOSPITAL,1700 RAINBOW BOULEVARD,EXCELSIOR SPRINGS,MO,64024,CLAY,8166306081,Critical Access Hospitals,Government - Local,TRUE,TRUE,Not Available
893,PALMDALE REGIONAL MEDICAL CENTER,38600 MEDICAL CENTER DRIVE,PALMDALE,CA,93552,LOS ANGELES,6613825000,Acute Care Hospitals,Proprietary,TRUE,TRUE,3
894,FLINT RIVER COMMUNITY HOSPITAL,"509 SUMTER STREET, BOX 770",MONTEZUMA,GA,31063,MACON,4784723100,Acute Care Hospitals,Proprietary,TRUE,TRUE,Not Available
895,ST ELIZABETH BOARDMAN HEALTH CENTER,8401 MARKET STREET,BOARDMAN,OH,44512,MAHONING,3307292929,Acute Care Hospitals,Voluntary non-profit - Church,TRUE,TRUE,2
896,GOOD SHEPHERD MEDICAL CENTER MARSHALL,811 S WASHINGTON,MARSHALL,TX,75670,HARRISON,9039276712,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,3
897,YUMA DISTRICT HOSPITAL,1000 WEST 8TH AVENUE,YUMA,CO,80759,YUMA,9708485405,Critical Access Hospitals,Government - Hospital District or Authority,TRUE,TRUE,3
898,LAKEWOOD REGIONAL MEDICAL CENTER,3700 E SOUTH ST,LAKEWOOD,CA,90712,LOS ANGELES,5626026751,Acute Care Hospitals,Proprietary,TRUE,TRUE,3
899,ANDERSON HOSPITAL,6800 STATE ROUTE 162,MARYVILLE,IL,62062,MADISON,6182885711,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,3
900,WHITE RIVER MEDICAL CENTER,1710 HARRISON STREET,BATESVILLE,AR,72503,INDEPENDENCE,8702621200,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,2
901,ST ROSE DOMINICAN HOSPITALS - SIENA CAMPUS,3001 ST ROSE PARKWAY,HENDERSON,NV,89052,CLARK,7026165000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,1
902,MORGAN MEMORIAL HOSPITAL,1077 SOUTH MAIN STREET,MADISON,GA,30650,MORGAN,7063421667,Critical Access Hospitals,Government - Hospital District or Authority,TRUE,TRUE,Not Available
903,DELANO REGIONAL MEDICAL CENTER,1401 GARCES HIGHWAY,DELANO,CA,93215,KERN,6617254800,Acute Care Hospitals,Proprietary,TRUE,TRUE,2
904,EMANUEL MEDICAL CENTER,117 KITE ROAD,SWAINSBORO,GA,30401,EMANUEL,4782891304,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,TRUE,3
905,POTTSTOWN MEMORIAL MEDICAL CENTER,1600 EAST HIGH STREET AND ARMAND HAMMER BLVD,POTTSTOWN,PA,19464,MONTGOMERY,6103277000,Acute Care Hospitals,Proprietary,TRUE,TRUE,1
906,SOUTHWEST HEALTHCARE SYSTEM,25500 MEDICAL CENTER DRIVE,MURRIETA,CA,92562,RIVERSIDE,9516966000,Acute Care Hospitals,Proprietary,TRUE,TRUE,2
907,BERGER HOSPITAL,600 NORTH PICKAWAY STREET,CIRCLEVILLE,OH,43113,PICKAWAY,7404208585,Acute Care Hospitals,Government - Local,TRUE,TRUE,3
908,GOOD SAMARITAN HOSPITAL,520 S 7TH ST,VINCENNES,IN,47591,KNOX,8128825220,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,TRUE,3
909,WELLMONT BRISTOL REGIONAL MEDICAL CENTER,ONE MEDICAL PARK BLVD,BRISTOL,TN,37620,SULLIVAN,4238441121,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,TRUE,3
910,WELLSTAR KENNESTONE HOSPITAL,677 CHURCH STREET,MARIETTA,GA,30060,COBB,7707935000,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,TRUE,3
911,DIGNITY HEALTH - ARIZONA GENERAL HOSPITAL,7171 SOUTH 51ST AVENUE,LAVEEN,AZ,85339,MARICOPA,6235845100,Acute Care Hospitals,Proprietary,TRUE,,Not Available
912,EAST LOS ANGELES DOCTORS HOSPITAL,4060 WHITTIER BLVD,LOS ANGELES,CA,90023,LOS ANGELES,3232685514,Acute Care Hospitals,Proprietary,TRUE,TRUE,2
913,GREAT PLAINS HEALTH,601 WEST LEOTA ST,NORTH PLATTE,NE,69101,LINCOLN,3086968000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,3
914,UNIVERSITY GENERAL HOSPITAL,7501 FANNIN,HOUSTON,TX,77054,HARRIS,7133757100,Acute Care Hospitals,Proprietary,TRUE,TRUE,3
915,VIRTUA WEST JERSEY HOSPITALS BERLIN,WHITEHORSE PIKE AND TOWNSEND AVENUE,BERLIN,NJ,8009,CAMDEN,8563223200,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,4
916,DAMERON HOSPITAL,525 WEST ACACIA STREET,STOCKTON,CA,95203,SAN JOAQUIN,2099445550,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,TRUE,2
917,SANFORD CANBY MEDICAL CENTER,112 ST OLAF AVENUE SOUTH,CANBY,MN,56220,YELLOW MEDICINE,5072237277,Critical Access Hospitals,Government - Hospital District or Authority,TRUE,TRUE,Not Available
918,MARSHALL MEDICAL CENTER,1080 NORTH ELLINGTON PARKWAY,LEWISBURG,TN,37091,MARSHALL,9313596276,Critical Access Hospitals,Government - Hospital District or Authority,TRUE,TRUE,Not Available
919,CATAWBA VALLEY MEDICAL CENTER,810 FAIRGROVE CHURCH RD,HICKORY,NC,28602,CATAWBA,8283263809,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,TRUE,3
920,PIPESTONE COUNTY  MEDICAL CENTER,916 4TH AVENUE SOUTHWEST,PIPESTONE,MN,56164,PIPESTONE,5078255811,Critical Access Hospitals,Government - Local,TRUE,TRUE,Not Available
921,ABRAZO SCOTTSDALE CAMPUS,3929 EAST BELL ROAD,PHOENIX,AZ,85032,MARICOPA,6029235000,Acute Care Hospitals,Proprietary,TRUE,TRUE,2
922,CLARK FORK VALLEY HOSPITAL,10 KRUGER RD,PLAINS,MT,59859,SANDERS,4068264800,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,Not Available
923,RIVERVIEW HEALTH,395 WESTFIELD RD,NOBLESVILLE,IN,46060,HAMILTON,3177767106,Acute Care Hospitals,Government - Local,TRUE,TRUE,4
924,NEWMAN MEMORIAL HOSPITAL,905 SOUTH MAIN STREET,SHATTUCK,OK,73858,ELLIS,5809382551,Critical Access Hospitals,Government - Local,TRUE,TRUE,Not Available
925,USMD HOSPITAL AT ARLINGTON L P,801 W INTERSTATE 20,ARLINGTON,TX,76017,TARRANT,8174723400,Acute Care Hospitals,Physician,TRUE,,4
926,FRANCISCAN HEALTH HAMMOND,5454 HOHMAN AVE,HAMMOND,IN,46320,LAKE,2199322300,Acute Care Hospitals,Voluntary non-profit - Church,TRUE,TRUE,3
927,ENDLESS MOUNTAINS HEALTH SYSTEMS,100 HOSPITAL DRIVE,MONTROSE,PA,18801,SUSQUEHANNA,5702783801,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,3
928,INDIAN PATH MEDICAL CENTER,2000 BROOKSIDE DR,KINGSPORT,TN,37660,SULLIVAN,4234311941,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,3
929,WHEATON FRANCISCAN - ST JOSEPH,5000 W CHAMBERS ST,MILWAUKEE,WI,53210,MILWAUKEE,4144472000,Acute Care Hospitals,Voluntary non-profit - Church,TRUE,TRUE,3
930,TEMPLE UNIVERSITY HOSPITAL,3401 NORTH BROAD STREET,PHILADELPHIA,PA,19140,PHILADELPHIA,2157072000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,2
931,ST VINCENT JENNINGS HOSPITAL INC,301 HENRY ST,NORTH VERNON,IN,47265,JENNINGS,8123524200,Critical Access Hospitals,Voluntary non-profit - Church,TRUE,TRUE,3
932,YOAKUM COUNTY HOSPITAL,412 MUSTANG AVENUE,DENVER CITY,TX,79323,YOAKUM,8065922121,Critical Access Hospitals,Government - Local,TRUE,TRUE,Not Available
933,MITCHELL COUNTY REGIONAL HEALTH,616 NORTH EIGHTH STREET,OSAGE,IA,50461,MITCHELL,6417326000,Critical Access Hospitals,Voluntary non-profit - Other,TRUE,TRUE,Not Available
934,LOVELACE WESTSIDE HOSPITAL,10501 GOLF COURSE ROAD NW,ALBUQUERQUE,NM,87114,BERNALILLO,5057272001,Acute Care Hospitals,Government - Federal,TRUE,TRUE,4
935,HALE COUNTY HOSPITAL,508 GREEN STREET,GREENSBORO,AL,36744,HALE,3346243024,Acute Care Hospitals,Government - Local,TRUE,TRUE,Not Available
936,CARSON VALLEY MEDICAL CENTER,1107 HIGHWAY 395,GARDNERVILLE,NV,89410,DOUGLAS,7757821500,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,3
937,PELHAM MEDICAL CENTER,250 WESTMORELAND ROAD,GREER,SC,29651,GREENVILLE,8645306000,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,TRUE,4
938,HEARTLAND REGIONAL MEDICAL CENTER,3333 W DE YOUNG,MARION,IL,62959,WILLIAMSON,6189987000,Acute Care Hospitals,Proprietary,TRUE,TRUE,2
939,PUTNAM GENERAL HOSPITAL,101 LAKE OCONEE PARKWAY,EATONTON,GA,31024,PUTNAM,7064852711,Critical Access Hospitals,Government - Hospital District or Authority,TRUE,TRUE,3
940,KEEFE MEMORIAL HOSPITAL,602 N 6TH W ST,CHEYENNE WELLS,CO,80810,CHEYENNE,7197675661,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,TRUE,Not Available
941,MAUI MEMORIAL MEDICAL CENTER,221 MAHALANI STREET,WAILUKU,HI,96793,MAUI,8084425101,Acute Care Hospitals,Government - State,TRUE,TRUE,3
942,ST MARKS MEDICAL CENTER,ONE ST MARK'S PLACE,LA GRANGE,TX,78945,FAYETTE,9792422200,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,4
943,"HOSPITAL UPR, DR  FEDERICO TRILLA",CARR 3 KM 8  3 AVE 65TH INFANTERIA       BOX 6021,CAROLINA,PR,984,CAROLINA,7877571800,Acute Care Hospitals,Proprietary,FALSE,TRUE,Not Available
944,ST VINCENT'S MEDICAL CENTER RIVERSIDE,1 SHIRCLIFF WAY,JACKSONVILLE,FL,32204,DUVAL,9043087300,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,3
945,CHARLES A CANNON JR MEMORIAL HOSPITAL,434 HOSPITAL DRIVE,LINVILLE,NC,28646,AVERY,8287377000,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,3
946,BAYSTATE FRANKLIN MEDICAL CENTER,164 HIGH STREET,GREENFIELD,MA,1301,FRANKLIN,4137730211,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,3
947,MADISON ST JOSEPH HEALTH CENTER,100 WEST CROSS STREET,MADISONVILLE,TX,77864,MADISON,9363482631,Critical Access Hospitals,Voluntary non-profit - Church,FALSE,TRUE,Not Available
948,SANFORD ABERDEEN MEDICAL CENTER,2905 3RD AVE SE,ABERDEEN,SD,57402,BROWN,6056264200,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,4
949,SACRED HEART HOSPITAL,5151 N 9TH AVE,PENSACOLA,FL,32504,ESCAMBIA,8504167000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,3
950,PALMS OF PASADENA HOSPITAL,1501 PASADENA AVE S,SAINT PETERSBURG,FL,33707,PINELLAS,7273811000,Acute Care Hospitals,Proprietary,TRUE,TRUE,2
951,BANNER HEART HOSPITAL,6750 EAST BAYWOOD AVENUE,MESA,AZ,85206,MARICOPA,4808545050,Acute Care Hospitals,Voluntary non-profit - Private,FALSE,TRUE,5
952,ST MARY'S MEDICAL CENTER,2900 1ST AVENUE,HUNTINGTON,WV,25702,CABELL,3045261234,Acute Care Hospitals,Voluntary non-profit - Church,TRUE,TRUE,3
953,ABRAZO ARROWHEAD CAMPUS,18701 NORTH 67TH AVENUE,GLENDALE,AZ,85308,MARICOPA,6235611000,Acute Care Hospitals,Proprietary,TRUE,TRUE,3
954,HOSPITAL SAN CARLOS BORROMEO, CALLE CONCEPCION VERA AYALA #550 S,MOCA,PR,676,MOCA,7878778000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,Not Available
955,PORTER REGIONAL HOSPITAL,85 EAST US HWY 6,VALPARAISO,IN,46383,PORTER,2199838300,Acute Care Hospitals,Proprietary,TRUE,TRUE,4
956,UNIVERSITY OF KANSAS HOSPITAL,3901 RAINBOW BLVD,KANSAS CITY,KS,66103,WYANDOTTE,9135887332,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,TRUE,3
957,ST JOSEPH MEDICAL CENTER,2500 BERNVILLE ROAD,READING,PA,19605,BERKS,6103782300,Acute Care Hospitals,Voluntary non-profit - Church,TRUE,TRUE,2
958,DECATUR COUNTY HOSPITAL,810 W  COLUMBIA STREET,OBERLIN,KS,67749,DECATUR,7854752208,Critical Access Hospitals,Government - Local,TRUE,TRUE,Not Available
959,"NORTH OAKS MEDICAL CENTER, L L C",15790 PAUL VEGA MD DRIVE,HAMMOND,LA,70403,TANGIPAHOA,9853452700,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,TRUE,3
960,ATRIUM MEDICAL CENTER,ONE MEDICAL CENTER DRIVE,FRANKLIN,OH,45005,WARREN,5134205102,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,4
961,ST PATRICK HOSPITAL,500 W BROADWAY,MISSOULA,MT,59806,MISSOULA,4065437271,Acute Care Hospitals,Voluntary non-profit - Church,TRUE,TRUE,4
962,EMERSON HOSPITAL -,133 OLD ROAD TO 9 ACRE CORNER,W CONCORD,MA,1742,MIDDLESEX,9783691400,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,4
963,SHRINERS HOSPITAL FOR CHILDREN,2211 NORTH OAK PARK AVE,CHICAGO,IL,60707,COOK,7736225400,Childrens,Voluntary non-profit - Private,FALSE,TRUE,Not Available
964,SETON EDGAR B DAVIS HOSPITAL,130 HAYS STREET,LULING,TX,78648,CALDWELL,8308757000,Critical Access Hospitals,Government - Federal,TRUE,TRUE,3
965,LILLIAN M HUDSPETH MEMORIAL HOSPITAL,308 HUDSPETH,SONORA,TX,76950,SUTTON,3253872521,Critical Access Hospitals,Government - Hospital District or Authority,TRUE,TRUE,Not Available
966,ST MICHAEL'S HOSPITAL - CAH,410 W 16TH AVE,TYNDALL,SD,57066,BON HOMME,6055892100,Critical Access Hospitals,Government - Local,TRUE,TRUE,Not Available
967,HEMET VALLEY MEDICAL CENTER,1117 EAST DEVONSHIRE,HEMET,CA,92543,RIVERSIDE,9516522811,Acute Care Hospitals,Government - State,TRUE,TRUE,1
968,DOCTORS' CENTER HOSPITAL SAN JUAN,PDA. 20 C/ SAN RAFAEL # 1395,FERNANDEZ JUNCOS,PR,909,SAN JUAN,7877232950,Acute Care Hospitals,Proprietary,TRUE,TRUE,Not Available
969,CONCHO COUNTY HOSPITAL,614 EAKER STREET,EDEN,TX,76837,CONCHO,9158695911,Critical Access Hospitals,Government - Hospital District or Authority,TRUE,TRUE,Not Available
970,PRAIRIE RIDGE HOSPITAL AND HEALTH SERVICES,1411 STATE HIGHWAY 793,ELBOW LAKE,MN,56531,GRANT,2186857300,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,Not Available
971,KATHERINE SHAW BETHEA HOSPITAL,403 E 1ST ST,DIXON,IL,61021,LEE,8152885531,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,3
972,KISHWAUKEE COMMUNITY HOSPITAL,ONE KISH HOSPITAL DRIVE,DEKALB,IL,60115,DEKALB,8157561521,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,4
973,UPMC ALTOONA,620 HOWARD AVENUE,ALTOONA,PA,16601,BLAIR,8148892011,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,2
974,CHARLOTTE HUNGERFORD HOSPITAL,540 LITCHFIELD ST,TORRINGTON,CT,6790,LITCHFIELD,8604966666,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,2
975,FOUNDATION SURGICAL HOSPITAL OF EL PASO,1416 GEORGE DIETER,EL PASO,TX,79936,EL PASO,9155984240,Acute Care Hospitals,Proprietary,TRUE,TRUE,3
976,TAMPA COMMUNITY HOSPITAL,6001 WEBB RD,TAMPA,FL,33615,HILLSBOROUGH,8138827159,Acute Care Hospitals,Proprietary,TRUE,TRUE,2
977,HOLYOKE MEDICAL CENTER,575 BEECH STREET,HOLYOKE,MA,1040,HAMPDEN,4135342500,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,2
978,WILLIAM NEWTON HOSPITAL,1300 EAST FIFTH AVENUE,WINFIELD,KS,67156,COWLEY,6202212300,Critical Access Hospitals,Government - Local,TRUE,TRUE,4
979,COULEE MEDICAL CENTER,411 FORTUYN ROAD,GRAND COULEE,WA,99133,GRANT,5096331753,Critical Access Hospitals,Government - Hospital District or Authority,TRUE,TRUE,Not Available
980,SUTTER TRACY COMMUNITY HOSPITAL,1420 N TRACY BLVD,TRACY,CA,95376,SAN JOAQUIN,2098351500,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,3
981,ST ANTHONY HOSPITAL,11567 CANTERWOOD BOULEVARD NW,GIG HARBOR,WA,98332,PIERCE,2535302050,Acute Care Hospitals,Voluntary non-profit - Church,TRUE,TRUE,3
982,WEISER MEMORIAL HOSPITAL,645 EAST 5TH STREET,WEISER,ID,83672,WASHINGTON,2085490370,Critical Access Hospitals,Government - Hospital District or Authority,TRUE,TRUE,Not Available
983,SHARE MEDICAL CENTER,800 SHARE DRIVE,ALVA,OK,73717,WOODS,5803272800,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,TRUE,Not Available
984,SAN RAMON REGIONAL MEDICAL CTR,6001 NORRIS CANYON ROAD,SAN RAMON,CA,94583,CONTRA COSTA,9252759200,Acute Care Hospitals,Proprietary,TRUE,TRUE,3
